Internal ID,Internal ID,Legal Name,Name,PO Num,PO Name,PO #,SO Id,SO Num,SO Name,SO #,Date,Item,Quantity,Item Rate,Item Name,Item DisplayName,Item-Price,Item-PurcDesc,Item-Description
658531,658531,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6819,Purchase Order #POQ6819,PURCHORD11932,658507,SOQ7196,Sales Order #SOQ7196,SALESORD10655,2023-04-12,21ED0045US,3,1127.71,21ED0045US,,,"Lenovo ThinkPad E15 Gen 4 21ED AMD Ryzen 7 5825U / 2 GHz - Win 10 Pro 64-bit (includes Win 11 Pro License) - Radeon Graphics - 16 GB RAM - 256 GB SSD TCG Opal Encryption 2, NVMe - 15.6"" IPS 1920 x 1080 (Full HD) - Wi-Fi 6 - mineral metallic - kbd: English",
658531,658531,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6819,Purchase Order #POQ6819,PURCHORD11932,658507,SOQ7196,Sales Order #SOQ7196,SALESORD10655,2023-04-12,K33480NA,6,190.57,K33480NA,,,"Kensington SD4839P Docking station - USB-C 3.2 Gen 2 - HDMI, 2 x DP++ - GigE - 135 Watt",
658531,658531,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6819,Purchase Order #POQ6819,PURCHORD11932,658507,SOQ7196,Sales Order #SOQ7196,SALESORD10655,2023-04-12,24MP40A-C,6,172.24,24MP40A-C,,,LG MONITOR 24IN IPS 1920X1080 ,
659088,659088,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6835,Purchase Order #POQ6835,PURCHORD11953,658506,SOQ7195,Sales Order #SOQ7195,SALESORD10654,2023-04-12,C6MB-B3-AX,40,3.09,C6MB-B3-AX,,,"Axiom Cat6 550 MHz Snagless Patch Cable Patch cable - RJ-45 (M) to RJ-45 (M) - 91.4 cm - UTP - CAT 6 - molded, snagless, stranded - blue",
658513,658513,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6816,Purchase Order #POQ6816,PURCHORD11927,656455,SOQ7194,Sales Order #SOQ7194,SALESORD10652,2023-04-11,MPHH3LL/A,1,2375.59,MPHH3LL/A,,,"Apple MacBook Pro M2 Pro - M2 Pro 16-core GPU - 16 GB RAM - 512 GB SSD - 14.2"" 3024 x 1964 @ 120 Hz - 802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth - silver - kbd: US",
658513,658513,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6816,Purchase Order #POQ6816,PURCHORD11927,656455,SOQ7194,Sales Order #SOQ7194,SALESORD10652,2023-04-11,SGAQ2Z/A,1,221.02,SGAQ2Z/A,,,Apple Care + for 14-inch MacBook Pro (M2)  ,
658513,658513,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6816,Purchase Order #POQ6816,PURCHORD11927,656455,SOQ7194,Sales Order #SOQ7194,SALESORD10652,2023-04-11,BRYSPTB4,1,411.88,BRYSPTB4,,,Brydge Stone Pro Docking station - Thunderbolt 4 - 2 x Thunderbolt - 135 Watt,
656963,656963,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6808,Purchase Order #POQ6808,PURCHORD11917,656446,SOQ7193,Sales Order #SOQ7193,SALESORD10650,2023-04-11,7ZU78A#BGJ,2,992.33,7ZU78A#BGJ,,,"HP Color LaserJet Enterprise M555dn Printer - color - Duplex - laser - A4/Legal - 1200 x 1200 dpi - up to 40 ppm (mono) / up to 40 ppm (color) - capacity: 650 sheets - USB 2.0, Gigabit LAN, USB 2.0 host",
656439,656439,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6804,Purchase Order #POQ6804,PURCHORD11913,656431,SOQ7190,Sales Order #SOQ7190,SALESORD10646,2023-04-11,21E6007FUS,1,1073.77,21E6007FUS,,,"Lenovo ThinkPad E15 Gen 4 21E6 Intel Core i5 1235U / 1.3 GHz - Win 10 Pro 64-bit (includes Win 11 Pro License) - Iris Xe Graphics - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2, NVMe - 15.6"" IPS 1920 x 1080 (Full HD) - Wi-Fi 6E - mineral metallic - kbd: English",
656439,656439,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6804,Purchase Order #POQ6804,PURCHORD11913,656431,SOQ7190,Sales Order #SOQ7190,SALESORD10646,2023-04-11,KCP432SS8/8,1,29.56,KCP432SS8/8,,,Kingston DDR4 - module - 8 GB - SO-DIMM 260-pin - 3200 MHz / PC4-25600 - CL22 - 1.2 V - unbuffered - non-ECC,
656439,656439,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6804,Purchase Order #POQ6804,PURCHORD11913,656431,SOQ7190,Sales Order #SOQ7190,SALESORD10646,2023-04-11,5WS0A23681,1,99.22,5WS0A23681,,,Lenovo Onsite Upgrade Extended service agreement - parts and labor (for system with 1 year depot or carry-in warranty) - 3 years (from original purchase date of the equipment) - on-site - for ThinkBook 13x G2 IAP; 14 G4+ IAP; 14s Yoga G2 IAP; ThinkPad E14 Gen 4; E15 Gen 4,
656432,656432,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6803,Purchase Order #POQ6803,PURCHORD11912,656406,SOQ7187,Sales Order #SOQ7187,SALESORD10642,2023-04-11,CE516A,1,377.56,CE516A,,,"HP Printer transfer kit - for Color LaserJet Enterprise CP5525, M750, MFP M775; LaserJet Managed MFP M775",
